smiles,inchikey,Metadata_JCP2022,ChEMBL_ID,ABCB1,ABL1,ADRA1D,ADRA2B,ADRB2,CA12,CA2,CA9,CACNA1H,CDK2,CHRM1,CHRM3,CHRM4,CNR1,CYP1A2,CYP2C19,CYP2C9,CYP2D6,CYP3A4,DRD2,DRD3,DRD4,EGFR,ESR1,FLT1,HRH1,HTR1A,HTR2A,HTR2B,HTR2C,HTR6,KCNH2,KDR,LCK,MCL1,OPRK1,PPARG,PTGS1,SIGMAR1,SLC6A2,SLC6A4
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,HJLSLZFTEKNLFI,JCP2022_030599,CHEMBL1220,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
COc1cc(-c2ccc(=O)[n-]n2)ccc1OC(F)F,HJMQDJPMQIHLPB,JCP2022_030607,CHEMBL313842,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)c1nnsc1S(=O)(=O)c1ccc(Cl)cc1,HJUOHTKLPWULTF,JCP2022_030678,CHEMBL1458548,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Sc1nnc(-c2ccccc2)o1)N1c2ccccc2Sc2ccccc21,HKFPTRKINQBLJC,JCP2022_030755,CHEMBL1348813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)C1COc2ccccc2O1,HKOTYAKEPYZKHN,JCP2022_030818,CHEMBL1368371,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=c1[n-]c(C[NH+]2CCN(c3ccccc3[O-])CC2)nc2ccccc12,UIDZCSHTPGEZOW,JCP2022_030997,CHEMBL1429613,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
COCCSc1n[n-]c(=NC(=O)C(C)(C)C)s1,HLTXSWZXJVCKPC,JCP2022_031031,CHEMBL1567934,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CCCCC1)c1ccc(COCC(F)(F)F)o1,HLZVOVNCWRHWSC,JCP2022_031075,CHEMBL1742062,,,,,,,,,,,,,,,1.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
O=C(OCC(=O)[NH+]1CC[NH+](C(=O)c2ccco2)CC1)c1cc(-c2ccco2)nc2ccccc12,HMSBOTBYKOECEA,JCP2022_031198,CHEMBL1518374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
O=C(Nc1ccc(S(=O)(=O)N=c2[n-]ccs2)cc1)c1cc(-c2ccccc2)nc2ccccc12,SWWBLDLWLVPUBE,JCP2022_031207,CHEMBL1534425,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1nnc(N2CC(Oc3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1,HNIFCPBQMKPRCX,JCP2022_031307,CHEMBL594828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
O=C(CSc1ccccc1NS(=O)(=O)c1ccc(F)cc1)N=c1[n-]nc(C(F)(F)F)s1,HNIRLBMQLSLDBV,JCP2022_031310,CHEMBL1598968,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(N=c2[n-]cc([N+](=O)[O-])c(=Nc3ccc(NC(C)=O)cc3)[n-]2)cc1,LDLPREUQLSVYEU,JCP2022_031313,CHEMBL1469742,,,,,,,,,,,,,,,,1.0,,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
C[NH+](C)CCN(Cc1cccs1)c1ccccn1,HNJJXZKZRAWDPF,JCP2022_031320,CHEMBL1411979,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0
CCC1Oc2ccccc2N(CC(=O)NCCC[NH+]2CCCCC2C)C1=O,HNNLQCQWVYSCGV,JCP2022_031350,CHEMBL1340722,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
O=P1([NH2+]CCCl)OCCC[NH+]1CCCl,HOMGKSMUEGBAAB,JCP2022_031539,CHEMBL1024,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
COc1cccc(C(CC(=O)Nc2cccc3ccccc23)NC(=O)c2ccccc2)c1,HOVMMDREJSUEDD,JCP2022_031606,CHEMBL1576499,,,,,,,,,,,,,,,0.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1ccc(-c2cc(Cl)cc(Cl)c2Cl)c(=N)[n-]1,ZTLVWGPIIAWQJC,JCP2022_031701,CHEMBL3589894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,HPJKCIUCZWXJDR,JCP2022_031708,CHEMBL1444,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
CCCC[NH+](CCCC)CCCOC(=O)c1ccc(N)cc1,HQFWVSGBVLEQGA,JCP2022_031858,CHEMBL129529,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CCNC(=O)c2ccc3c(=O)n(Cc4ccco4)c(=S)[n-]c3c2)cc1OC,WFNXCBSIDYLRSI,JCP2022_031999,CHEMBL1547055,,,,,,,,,,,,,,,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCCC(=O)c1[n-]c(=O)[n-]c1CSc1nc2ccccc2[n-]1,ZZSSCWMJMDCDCT,JCP2022_032021,CHEMBL1417216,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)C[NH+](C(=O)[NH+]1CCCCC1)CC2,HRJWTAWVFDCTGO,JCP2022_032084,CHEMBL362558,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccccc1NC(=O)c1ccc(CN=c2nc(-c3cccnc3)cc[n-]2)cc1,NDLPLLYQKSSWJG,JCP2022_032109,CHEMBL272980,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Br)ccc1NC(=O)CCSc1ccccc1,HROOTLKMPSVNIJ,JCP2022_032123,CHEMBL1394031,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1N1CC[NH+](CC(O)COc2cccc3ccccc23)CC1,HRRBJVNMSRJFHQ,JCP2022_032134,CHEMBL142635,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)c1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CCC3,HRRWSJGBBMAUIX,JCP2022_032141,CHEMBL1083077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Cc1c(Br)c([N+](=O)[O-])nn1CC(=O)NCc1cccs1,HSEXYYPDDSBVPA,JCP2022_032235,CHEMBL1329327,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
O=C1NCC[NH+]1Cc1ccccc1F,HSFHHBMXLUGNAF,JCP2022_032239,CHEMBL1379839,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(=O)oc2cc([O-])ccc12,HSHNITRMYYLLCV,JCP2022_032255,CHEMBL12208,,,,,,,,,,,,,,,1.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Nc1ccc(C(=O)NCC(=O)[O-])cc1,HSMNQINEKMPTIC,JCP2022_032292,CHEMBL463,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,HSMPDPBYAYSOBC,JCP2022_032295,CHEMBL44746,,,,,,,,,,,,,,,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1OCC(O)CO,HSRJKNPTNIJEKV,JCP2022_032332,CHEMBL980,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
COc1cc(OC)cc(-c2n[n-]c(=NC(=O)c3ccc4c(c3)OCCO4)o2)c1,HSUBKVBSABLWJN,JCP2022_032354,CHEMBL1302178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
C=CCSc1ncccc1C(=O)NCc1ccc(C)cc1,HSXRKKZVOWTXQQ,JCP2022_032383,CHEMBL1699708,,,,,,,,,,,,,,,1.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Brc1[n-]nc2ccccc12,BATUDPTZDBLCSE,JCP2022_032475,CHEMBL1482381,,,,,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(N2CC[NH+](C(=O)CCCOc3ccccc3)CC2)c1C,HTPIIGRHHUDSMN,JCP2022_032510,CHEMBL1302466,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1nc2cccc(C(=O)[O-])c2n1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1,BSLSLQSFLOCXQQ,JCP2022_032522,CHEMBL1016,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
CCC[NH+]1CCCC(c2cccc([O-])c2)C1,HTSNFXAICLXZMA,JCP2022_032538,CHEMBL276500,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,
C=CC(=O)Nc1ccc2[n-]cnc(=Nc3cccc(Br)c3)c2c1,GQOUJFYLVAOWQX,JCP2022_032548,CHEMBL285063,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Cc1cc(C(C)(C)C)cc(C)c1CC1=[NH+]CCN1,HUCJFAOMUPXHDK,JCP2022_032611,CHEMBL312448,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1cccc(N=c2[n-]c(=Nc3ccc(N4CC[NH+](C(C)=O)CC4)cc3OC)[n-]cc2C(F)(F)F)c1,JXQFMBBQNYEXCX,JCP2022_032645,CHEMBL3545308,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
O=C(Cc1ccc(-c2ccc(OCC[NH+]3CCOCC3)cc2)cn1)NCc1ccccc1,HUNGUWOZPQBXGX,JCP2022_032689,CHEMBL571546,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC[NH+](CC)CCNC(=O)COc1ccc(OC)cc1,HUNIPYLVUPMFCZ,JCP2022_032690,CHEMBL1368380,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1[O-],HUPFGZXOMWLGNK,JCP2022_032702,CHEMBL898,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
CC(C)CC(=O)N=c1[n-][n-]c2c1C[NH+](C(=O)C1CC[NH+](C)CC1)C2(C)C,LILYKUPQVZKMSA,JCP2022_032771,CHEMBL1230607,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=c1c([O-])c(-c2ccccc2)oc2ccccc12,HVQAJTFOCKOKIN,JCP2022_032890,CHEMBL294009,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)c1ccc(C(=O)Nc2ccccc2)c(Cl)c1Cl,HVURYDBHOWUOQU,JCP2022_032920,CHEMBL1589133,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1COC(=O)Nc1c(C)nn(C)c1Cl,HWCNHIWNASVYTG,JCP2022_032987,CHEMBL1410599,,,,,,,,,,,,,,,1.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CCCCC1,HWHLPVGTWGOCJO,JCP2022_033012,CHEMBL1490,,,0.0,0.0,0.0,,0.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0
C[NH+]1CCC2(CC1)Oc1ccc(Br)cc1C1CC(c3ccccc3)=N[NH+]12,HWUDVBHHSWCXAL,JCP2022_033097,CHEMBL443570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)[O-],HWVNEWGKWRGSRK,JCP2022_033105,CHEMBL38508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1ccc(C2[NH2+]c3ccccc3C(=O)[NH+]2c2ccc(Oc3ccccc3)cc2)cc1,HWXGAXSEGKMXEC,JCP2022_033124,CHEMBL222687,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,HWXIGFIVGWUZAO,JCP2022_033127,CHEMBL1527608,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
CCOC(=O)C1CCC[NH+](C(=O)CSCc2ccccc2)C1,HWYMERKMLMFJGH,JCP2022_033136,CHEMBL1451031,,,,,,,,,,,,,,,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccccc1OCC(=O)Nc1ccc(Cl)cc1Cl,HWZCWWONCJCWPK,JCP2022_033141,CHEMBL1350128,,,,,,,,,,,,,,,1.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Cc1nc2ccccn2c(=O)c1CC[NH+]1CCC(C(=O)c2ccc(F)cc2)CC1,HXCNRYXBZNHDNE,JCP2022_033179,CHEMBL18331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
CCCSc1ccc2[n-]c(=NC(=O)OC)[n-]c2c1,MXPUXWCESBWVOF,JCP2022_033221,CHEMBL1483,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
CCCCCCCCCCCCCCCC(=O)NCCO,HXYVTAGFYLMHSO,JCP2022_033346,CHEMBL417675,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Cc1[n-]c(=NC(=O)c2ccccc2)sc1-c1csc(=Nc2cccc(Cl)c2)[n-]1,DCCVJZSTAVEBJL,JCP2022_033350,CHEMBL1463543,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCC[NH+]2CCc2cc4c(cc2C13)OCO4,HYFHYPWGAURHIV,JCP2022_033400,CHEMBL175858,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
OCC[NH+]1CCN(c2nc(=NCc3ccccc3)c3ccccc3[n-]2)CC1,HOXYVIAZLCJIAI,JCP2022_033461,CHEMBL3609168,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,
CC(C)=CCN=c1[n-]cnc2[n-]cnc12,ADEKUDDLJZXQJQ,JCP2022_033512,CHEMBL476189,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,HYWYRSMBCFDLJT,JCP2022_033532,CHEMBL56367,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Cc1cccc(Nc2ccccc2C(=O)[O-])c1C,HYYBABOKPJLUIN,JCP2022_033540,CHEMBL686,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Cc1ccsc1C(=O)N=c1[n-]ccs1,HZAGOXGWDWIBJC,JCP2022_033555,CHEMBL1457096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC12CC(NC(=O)[NH+]1c1cccc(C(=O)NCc3ccccc3)c1)c1ccccc1O2,HZSLVQIBRAMKGG,JCP2022_033680,CHEMBL1565577,,,,,,,,,,,,,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CCCCC(=O)NCC[NH+]1C(=O)c2cccc3c(Sc4ccc(Br)cc4)ccc(c23)C1=O,HZZXWFWVQWMGAR,JCP2022_033736,CHEMBL4591149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Cc1cc(=NC(=O)c2nn(C)c(C)c2[N+](=O)[O-])[n-]o1,IACFVRJZILONOT,JCP2022_033752,CHEMBL1416332,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1-c1cn2c(C[NH+]3CC[NH2+]CC3)csc2n1)c1cnc2ccccc2n1,IASPBORHOMBZMY,JCP2022_033870,CHEMBL257991,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
C[S+](C)O,QVIGVNQJQRRBIE,JCP2022_033924,CHEMBL504,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
COC(=O)CCCC(=O)[O-],IBMRTYCHDPMBFN,JCP2022_034017,CHEMBL1483438,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Fc1cc(-c2cccc3ncc(-c4cnn(C5CC[NH2+]CC5)c4)nc23)cc(F)c1C[NH+]1CCOCC1,IBPVXAOOVUAOKJ,JCP2022_034039,CHEMBL1092926,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C([O-])C[NH+]=C1NC2(CCCC2)Cc2ccccc21,IBRCECHRODCLCC,JCP2022_034050,CHEMBL1742275,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
NC(=[NH2+])N=C([NH3+])[NH2+]CCc1ccccc1,ICFJFFQQTFMIBG,JCP2022_034151,CHEMBL170988,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
C[NH+](C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,ICKFFNBDFNZJSX,JCP2022_034184,CHEMBL1194287,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
CC1CC[NH+](S(=O)(=O)c2ccc(C(=O)Nc3sccc3C(N)=O)cc2)CC1,ICKKHOVNAGLAJL,JCP2022_034185,CHEMBL1470470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1ccccc1N1CC[NH+](CCCNc2cc(=O)n(C)c(=O)n2C)CC1,ICMGLRUYEQNHPF,JCP2022_034199,CHEMBL279229,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,
COc1ccc2[nH]c(C(=O)c3ccccc3)cc2c1,ICMIJSRDISNKOC,JCP2022_034200,CHEMBL140220,,,,,,,,,,,,,,,1.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)C(c2ccc(Cl)cc2)[NH+]2CCOCC2)cc1,IDTDOIBQZXCQIN,JCP2022_034411,CHEMBL1505690,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)N=c2[n-]c(=O)c3cc(OC)c(OC)cc3[n-]2)cc1,IDTFYVZNFJHZST,JCP2022_034412,CHEMBL1353818,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
CCOc1cc(=O)[n-]cc1-c1ccc(CC(=O)N=c2cc(C(C)(C)C(F)(F)F)o[n-]2)c(F)c1,VYMIWNORSOMIPT,JCP2022_034444,CHEMBL3355009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)nc21,IDYZIJYBMGIQMJ,JCP2022_034459,CHEMBL826,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
CCOC(=O)CC(NC(=O)c1cccs1)c1ccc(OCC)cc1,IEBXKEDGWITIEM,JCP2022_034474,CHEMBL1711461,,,,,,,,,,,,,,,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,GSWGXGMVFTUYAC,JCP2022_034490,CHEMBL22,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Nc1cc(Cl)c(NC2=[NH+]CCN2)c(Cl)c1,IEJXVRYNEISIKR,JCP2022_034534,CHEMBL647,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
N#Cc1cc(C[NH+]2CCC(N=c3[n-]cnc4sc(Cl)cc34)CC2)ccc1F,ZPHOCRDJPTUQIS,JCP2022_034563,CHEMBL513994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,DFLPDBUVUOAVGX,JCP2022_034564,CHEMBL2,,,1.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
CCOC(=O)c1cc(-c2ccc(OC)cc2F)nc2c1c(C)nn2CCC#N,IEUZNNODZKNDPK,JCP2022_034619,CHEMBL1330626,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
CC[NH+](CC)CCOc1ccc(N=c2nc3c(c[n-]2)cc(-c2c(Cl)cccc2Cl)c(=O)n3C)cc1,ZHGHDEXJMJYVMD,JCP2022_034761,CHEMBL49120,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
C=CCSc1nnc(-c2cc3c(-c4ccccc4)nn(C)c3s2)n1C,IFYKGIQCQLTSLI,JCP2022_034825,CHEMBL1537075,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
O=C(N=c1[n-]nc(Cc2ccccc2)s1)c1cccs1,IGBVONNIYTWQQL,JCP2022_034850,CHEMBL478825,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc2cccnc12)c1cccc([N+](=O)[O-])c1,IGPIXGIGDVQTEE,JCP2022_034933,CHEMBL1271560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Cc1cccc(-c2noc(C3CC(=O)N(c4ccc(F)cc4)C3)n2)c1,IGUGPXBOXUANHO,JCP2022_034965,CHEMBL2069398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)[O-],IIBYAHWJQTYFKB,JCP2022_035200,CHEMBL264374,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
O=C(NCCO)c1cccc(-c2cc(=Nc3ccc(OC(F)(F)F)cc3)[n-]cn2)c1,DCFSZKFNYKOBCR,JCP2022_035296,CHEMBL1257423,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(c1ccc([O-])cc1)c1ccc([O-])cc1,IISBACLAFKSPIT,JCP2022_035308,CHEMBL418971,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
COc1ccc2nc3oc(C(=O)[NH+]4CCN(c5cccc(C(F)(F)F)c5)CC4)cc3cc2c1,IITGCWUQIAVQPQ,JCP2022_035314,CHEMBL1312693,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
